,"('Intercept',)","('A1',)","('A2',)","('A3',)","('A4',)","('A5',)","('B1',)","('B2',)","('B3',)","('B4',)","('B5',)","('B7',)","('C1',)","('C2',)","('C3',)","('C5',)","('C7',)","('D1',)","('D2',)","('D3',)","('D5',)","('D7',)","('A21',)","('A22',)","('A23',)","('A24',)","('A25',)","('B21',)","('B22',)","('B23',)","('B25',)","('B27',)","('C21',)","('C22',)","('C23',)","('C25',)","('C27',)","('D21',)","('D22',)","('D23',)","('D24',)","('D25',)","('D27',)","('A31',)","('A32',)","('A33',)","('A34',)","('A35',)","('B31',)","('B32',)","('B33',)","('B35',)","('B37',)","('C31',)","('C32',)","('C33',)","('C35',)","('C37',)","('D31',)","('D32',)","('D33',)","('D34',)","('D35',)","('D36',)","('D37',)",Target
"('A21',)",,0.9999999999999998,-0.1890162998957508,-0.36065480951031764,-0.38299278802445846,-0.15270620257794554,0.8989264161109433,-0.20511719452790073,-0.3572351971746323,-0.37238444228548157,-0.1622118641266046,-0.13692008442807097,0.7984792790731504,-0.1923496218272513,-0.3572351971746323,-0.12075574852487891,-0.1354026107702731,0.7293603930306429,-0.1766867294917001,-0.3572351971746323,-0.10335456909713331,-0.1340512281825028,1.0,-0.18901629989575083,-0.3606548095103177,-0.38299278802445846,-0.15270620257794554,0.8451298883998263,-0.2005836006178509,-0.3572351971746323,-0.13793013361813494,-0.13631440350502377,0.7293603930306429,-0.1766867294917001,-0.3572351971746323,-0.10335456909713332,-0.1340512281825028,0.6708160357054569,-0.1615988179359066,-0.3572351971746323,-0.3457512834341048,-0.09235578082884854,-0.13289633293599823,0.9999999999999998,-0.18901629989575083,-0.3606548095103177,-0.38299278802445846,-0.15270620257794554,0.8287817414987904,-0.1980302540339953,-0.3572351971746323,-0.1312864240640258,-0.13600150137195002,0.7488457685972043,-0.18135488988114937,-0.3572351971746323,-0.10758465846394254,-0.13443132652360118,0.6862735381617558,-0.16576127330380877,-0.3572351971746323,-0.348606644645676,-0.0950867843538063,-0.21871946936460804,-0.13320543549291142,0.10836856811647914
"('A22',)",,-0.18901629989575083,1.0,0.08316101709503966,0.3133515047425297,0.4560881860614429,-0.20363310255365186,0.8881870223226233,0.0858203200407811,0.29334053206748645,0.31681750523313323,-0.3137864525816679,-0.19479837498077757,0.841590245427875,0.09325691632144123,0.22627021547095358,-0.3131832426232908,-0.17903433260861043,0.796235385995317,0.0975020401242106,0.17740128288724366,-0.3126780294601078,-0.18901629989575083,1.0,0.08316101709503966,0.31335150474252965,0.45608818606144286,-0.20150754244346777,0.8685230657254541,0.0899863246238619,0.2634481346824227,-0.31353250891773005,-0.17903433260861043,0.7962353859953168,0.0975020401242106,0.17740128288724366,-0.3126780294601078,-0.1623211834764715,0.755180815450863,0.100878111398665,0.2682003952264258,0.13746408977680674,-0.3122509416522599,-0.1890162998957508,1.0,0.08316101709503966,0.31335150474252965,0.45608818606144286,-0.19971077723348588,0.8597063445589758,0.0911783392128728,0.24970076527933266,-0.3134111240681185,-0.18390908597426692,0.8094003005535463,0.09634897477497886,0.19088995928798713,-0.3128193539361418,-0.16705116712519216,0.7662546930180729,0.09999322739678651,0.2706332973766781,0.14797550663314432,-0.246406239403502,-0.3123650722758778,-0.07784511221740467
"('A23',)",,-0.3606548095103177,0.08316101709503966,1.0,-0.17725463495213695,-0.4294771380862579,-0.3527768034688031,0.07374274838066437,0.9761315965094237,-0.1746325101370646,-0.37726265601499426,-0.15741961633193435,-0.3527719713043662,0.0691025051868628,0.9614802318341,-0.3500508671096001,-0.1574195552704326,-0.3527719713043662,0.06269254870321858,0.9537592336093411,-0.31852304817323734,-0.1574195552704326,-0.3606548095103177,0.08316101709503966,1.0,-0.17725463495213692,-0.4294771380862579,-0.35277197130436616,0.07130590296125465,0.9676587444219048,-0.3654905134769293,-0.1574195552704326,-0.35277197130436616,0.06269254870321858,0.953759233609341,-0.31852304817323734,-0.1574195552704326,-0.35277197130436616,0.05592843041666557,0.9477687756578645,-0.19264422265695239,-0.28326968347063436,-0.1574195552704326,-0.36065480951031764,0.08316101709503966,1.0,-0.17725463495213692,-0.4294771380862579,-0.35277197130436616,0.07084371457222803,0.9653752238379198,-0.3605619125285828,-0.1574195552704326,-0.35277197130436616,0.06471056114003024,0.955832757823412,-0.32858262296552104,-0.1574195552704326,-0.35277197130436616,0.057806473477780056,0.9493290699594742,-0.19118620520972787,-0.29324436481479876,-0.09587793155437084,-0.1574195552704326,0.04160227560999062
"('A24',)",,-0.38299278802445846,0.31335150474252965,-0.17725463495213692,1.0,0.40902923251780887,-0.37886277530784096,0.29423371365324663,-0.17885202483980145,0.9466801549374028,0.3330023863033062,0.13109306543105687,-0.3591502385359086,0.2872787826716789,-0.1803103804828035,0.26332789501774595,0.1314261810675716,-0.3384731427575033,0.28240015870702473,-0.18096837670728477,0.21849027764819537,0.13152786948044612,-0.38299278802445846,0.31335150474252965,-0.17725463495213692,1.0,0.40902923251780887,-0.3704676787291577,0.29216104547767163,-0.17973805732020712,0.29476526513922613,0.1313123075092043,-0.3384731427575033,0.28240015870702473,-0.18096837670728477,0.21849027764819534,0.1315278694804461,-0.3188240687202451,0.2792867796185896,-0.18144888737033674,0.8542178216821427,0.17998424615207226,0.13158950964640792,-0.38299278802445846,0.3133515047425297,-0.17725463495213695,1.0,0.40902923251780887,-0.3668738712771271,0.2903246284811088,-0.1799559276241629,0.28349178746452214,0.13135946045006883,-0.34459201788240107,0.283587641464365,-0.18079651231929697,0.23117838655538012,0.1315034594984329,-0.32420873742384676,0.2800721591072614,-0.18132577968532018,0.8624067251533304,0.190244773676073,-0.08109861613181954,0.1315741889097297,-0.08767950041039398
"('A25',)",,-0.15270620257794554,0.45608818606144286,-0.4294771380862579,0.40902923251780887,1.0,-0.16400377342186676,0.40477188216247645,-0.42219648148109223,0.392449222607841,0.7588732588019999,0.3739214992169036,-0.1463441949445049,0.37686333993671856,-0.4152760663065486,0.5718725919121908,0.37006578360268194,-0.12195482227714223,0.348351196373274,-0.4113256005190078,0.45745633205717673,0.36680494646224954,-0.15270620257794554,0.45608818606144286,-0.4294771380862579,0.40902923251780887,1.0,-0.15792167106057362,0.39400268299570124,-0.4183196431741711,0.6545383410865774,0.3723074765967414,-0.12195482227714223,0.348351196373274,-0.41132560051900774,0.4574563320571768,0.36680494646224954,-0.09727344515884218,0.3226763358498391,-0.4081838655106363,0.39709130619931016,0.3592959063875131,0.3640411872921514,-0.15270620257794554,0.4560881860614429,-0.4294771380862579,0.40902923251780887,1.0,-0.1545516865596529,0.38836066088926374,-0.4172103674331279,0.6246452837210629,0.3715308276120908,-0.12936156908399626,0.356608952935189,-0.4123986305234489,0.4895964690437887,0.367718129306357,-0.10415928390699185,0.3295932283722113,-0.40900732888597596,0.3965947310895172,0.3855239542025222,-0.2791000569663313,0.3647798414802925,-0.0753690172013993
"('B21',)",,0.8451298883998263,-0.20150754244346777,-0.35277197130436616,-0.3704676787291577,-0.15792167106057362,0.9474043249056926,-0.17272156806403843,-0.34942710149271894,-0.34646710740754727,-0.04857724024115685,-0.1354853514590924,0.9543690338219364,-0.15619393925782993,-0.34942710149271894,0.020124562349866468,-0.13400104464411727,0.8867608804281587,-0.13652822271716344,-0.34942710149271894,0.045494386212863724,-0.13267919924817925,0.8451298883998263,-0.20150754244346777,-0.35277197130436616,-0.3704676787291577,-0.15792167106057362,1.0,-0.16728175876128498,-0.34942710149271894,-0.005666360175311777,-0.13489290830980838,0.8867608804281587,-0.13652822271716344,-0.34942710149271894,0.04549438621286372,-0.13267919924817925,0.8294961281005948,-0.11863351762703926,-0.34942710149271894,-0.3171548739259869,0.06091070225404174,-0.13154954656640122,0.8451298883998262,-0.2015075424434678,-0.3527719713043662,-0.37046767872915776,-0.1579216710605736,0.9840091748193177,-0.1638558790019756,-0.34942710149271894,0.0044231083046692935,-0.1345868452838927,0.905820363814932,-0.14212649067292074,-0.34942710149271894,0.0393574734671121,-0.13305098977347643,0.8446157756670712,-0.12347676698104176,-0.34942710149271894,-0.32013549025048427,0.05729157756347251,-0.21393891426308664,-0.13185189306355607,0.24970969889314554
"('B22',)",,-0.2005836006178509,0.8685230657254541,0.07130590296125465,0.29216104547767163,0.39400268299570124,-0.18141584829768684,0.9824125186236122,0.08109548293020949,0.30388537401118104,0.4383104340681287,-0.27887805910781643,-0.14991047183548656,0.9759029316063271,0.0883675102965541,0.3634515767146472,-0.278338361744984,-0.1191091421144982,0.9353234773324648,0.09237837339022248,0.331006812145513,-0.27788634238674037,-0.2005836006178509,0.8685230657254541,0.07130590296125465,0.29216104547767163,0.39400268299570124,-0.16728175876128498,1.0,0.08523205240938726,0.39290348469391967,-0.27865085385281807,-0.11910914211449818,0.9353234773324648,0.09237837339022248,0.331006812145513,-0.2778863423867403,-0.09011235192159177,0.898591535287335,0.09553844010279043,0.3106203677639382,0.3038062795173626,-0.27750422257893326,-0.2005836006178509,0.868523065725454,0.07130590296125466,0.29216104547767163,0.39400268299570124,-0.16168780183829137,0.9921115898517443,0.0863817043733061,0.3816297729696297,-0.2785422495926356,-0.12805061597851883,0.9471022603563514,0.0912932641292627,0.3392212837306786,-0.27801278683359226,-0.09809838335155166,0.908499446236572,0.09471228667861041,0.3109338604615786,0.31090213898567626,-0.2204621698704019,-0.2776063364092987,0.056334304396222806
"('B23',)",,-0.3572351971746323,0.0899863246238619,0.9676587444219048,-0.17973805732020712,-0.4183196431741711,-0.3494318878401344,0.08752057914595666,0.9916074847574443,-0.17605470740342313,-0.36047047488405815,-0.15592701440984036,-0.34942710149271894,0.08321467483080495,0.9938800700715812,-0.33325205558070536,-0.15592695392730405,-0.34942710149271894,0.07710168559618129,0.9862322798564672,-0.30180757882659964,-0.15592695392730405,-0.3572351971746323,0.0899863246238619,0.9676587444219048,-0.17973805732020712,-0.4183196431741711,-0.34942710149271894,0.08523205240938726,1.0,-0.34869603939561383,-0.15592695392730402,-0.34942710149271894,0.07710168559618127,0.9862322798564672,-0.30180757882659964,-0.15592695392730402,-0.34942710149271894,0.07060038206670545,0.9802986214910966,-0.19389562181318104,-0.2667071193535118,-0.15592695392730402,-0.3572351971746323,0.0899863246238619,0.9676587444219048,-0.17973805732020715,-0.4183196431741711,-0.34942710149271894,0.08483192860886413,0.9977381310201303,-0.3437615171653174,-0.15592695392730402,-0.34942710149271894,0.07903465592758335,0.9882861435841291,-0.31183193312479,-0.15592695392730402,-0.34942710149271894,0.07240761188107885,0.9818441215864449,-0.19245142881614188,-0.27663560838183515,-0.09496884799630466,-0.15592695392730402,0.05865015388484989
"('B25',)",,-0.13793013361813494,0.2634481346824227,-0.3654905134769293,0.29476526513922613,0.6545383410865774,-0.04729229010816667,0.3801849246002532,-0.3524719221975432,0.3286571965569447,0.9084853852433106,0.28340488505743167,0.030081504470295367,0.4089906674965168,-0.3458339766230866,0.9274515739179555,0.2861378303303411,0.08148730237384799,0.43534710553509426,-0.3421728392839198,0.8270384392039969,0.28670701650428265,-0.13793013361813494,0.2634481346824227,-0.3654905134769293,0.29476526513922613,0.6545383410865774,-0.005666360175311777,0.39290348469391967,-0.34869603939561383,1.0,0.28461982476268316,0.08148730237384798,0.43534710553509437,-0.3421728392839198,0.8270384392039969,0.2867070165042826,0.12459021832726605,0.43361048455439155,-0.3392883134436076,0.3853293660981599,0.7408916594150193,0.2849632285845745,-0.13793013361813497,0.2634481346824227,-0.36549051347692935,0.29476526513922613,0.6545383410865774,0.0067685732723229775,0.3981680321209371,-0.34764663091822295,0.9737654903947496,0.2851534019051432,0.06710208082930601,0.42821062128794,-0.34316333283595524,0.8552450131311606,0.28728423642313156,0.11326397306047947,0.4383281164805294,-0.34004243071924356,0.38169742067158124,0.7639097121995302,-0.20582426223473374,0.2854290306976034,0.25785700185010885
"('B27',)",,-0.13631440350502377,-0.31353250891773005,-0.1574195552704326,0.1313123075092043,0.3723074765967414,-0.13256358305427415,-0.27833273560870514,-0.15592695392730402,0.13798923126281662,0.3168610645247405,0.9972754896471983,-0.13543562474580073,-0.28058462814387003,-0.15592695392730402,0.25585088286371865,0.9962150890450653,-0.13527946171323885,-0.283888494789833,-0.15592695392730402,0.21360812668342105,0.9907094385176349,-0.13631440350502377,-0.31353250891773005,-0.1574195552704326,0.1313123075092043,0.3723074765967414,-0.13489290830980838,-0.27865085385281807,-0.15592695392730402,0.28461982476268316,1.0,-0.13527946171323885,-0.283888494789833,-0.15592695392730405,0.21360812668342105,0.9907094385176349,-0.1346410446616549,-0.2868890442811063,-0.15592695392730405,0.15914728564678984,0.1743260298083091,0.9860430625297425,-0.13631440350502377,-0.31353250891773005,-0.1574195552704326,0.1313123075092043,0.3723074765967414,-0.13523197273462817,-0.27926605145179895,-0.15592695392730405,0.27441005164489746,0.9986886932073513,-0.13537784648849105,-0.28292910052270825,-0.15592695392730405,0.22586907927316335,0.9922512713019098,-0.13487707865027146,-0.28607566769420806,-0.15592695392730405,0.15723244466400516,0.18506131530532738,-0.09546724648732738,0.9872902182892564,0.023426508882928024
"('C21',)",,0.7293603930306429,-0.17903433260861043,-0.35277197130436616,-0.3384731427575033,-0.12195482227714223,0.8341636542184256,-0.12550721135966172,-0.34942710149271894,-0.3117608922570166,0.031433847101542345,-0.13587190501246316,0.9323918466062223,-0.10769023529478962,-0.34942710149271894,0.11265999366966753,-0.13438759804754777,1.0,-0.08689542008209841,-0.34942710149271894,0.14276187929776687,-0.13306575265160975,0.7293603930306429,-0.17903433260861043,-0.35277197130436616,-0.3384731427575033,-0.12195482227714223,0.8867608804281587,-0.11910914211449818,-0.34942710149271894,0.08148730237384798,-0.13527946171323885,1.0,-0.08689542008209841,-0.34942710149271894,0.14276187929776685,-0.13306575265160975,0.9427352476724361,-0.06705969208571365,-0.34942710149271894,-0.28186962915882147,0.16037696924983888,-0.13193609996983172,0.7293603930306429,-0.17903433260861043,-0.3527719713043662,-0.3384731427575033,-0.12195482227714223,0.9027517056088412,-0.11545791291526718,-0.34942710149271894,0.09372818006306476,-0.1349733986873232,0.9809405166132268,-0.09306599723284277,-0.34942710149271894,0.1355412306970029,-0.1334375431769069,0.9578548952389123,-0.07250962132319212,-0.34942710149271894,-0.28486249114665996,0.15616796799911586,-0.21393891426308664,-0.13223844646698654,0.3266830521115523
"('C22',)",,-0.1766867294917001,0.7962353859953168,0.06269254870321858,0.28240015870702473,0.348351196373274,-0.15243539579005413,0.9177357753776678,0.07296511611700351,0.3033538500371376,0.4499921671517912,-0.2841157020764609,-0.11802783711934034,0.9594205457261374,0.08023714348334814,0.40782056872605427,-0.28357600268199895,-0.08689542008209841,1.0,0.0842480065770165,0.3786616383127924,-0.28312398332375527,-0.1766867294917001,0.7962353859953168,0.06269254870321858,0.28240015870702473,0.348351196373274,-0.13652822271716344,0.9353234773324648,0.07710168559618127,0.43534710553509437,-0.283888494789833,-0.08689542008209841,1.0,0.08424800657701649,0.3786616383127924,-0.28312398332375527,-0.05717939285937604,0.9632680579548702,0.08740807328958446,0.3294631618349071,0.35867044958949984,-0.28274186351594816,-0.1766867294917001,0.796235385995317,0.06269254870321858,0.28240015870702473,0.348351196373274,-0.13042360436770398,0.9432118874807204,0.07825133756010012,0.4251528824993381,-0.2837798905296506,-0.09608277957847876,0.9882212169761134,0.08316289731605672,0.38573900467525996,-0.2832504277706072,-0.06535315017059239,0.9731759689041072,0.08658191986540444,0.3284124279413139,0.36360302192159955,-0.2204621698704019,-0.28284397734631367,0.1106097201076457
"('C23',)",,-0.3572351971746323,0.0975020401242106,0.953759233609341,-0.18096837670728477,-0.41132560051900774,-0.3494318878401344,0.09466692449922333,0.9778397646139116,-0.1772301559993419,-0.3539470635757957,-0.15592701440984036,-0.34942710149271894,0.09036099581164019,0.992352209784886,-0.32672885489056264,-0.15592695392730405,-0.34942710149271894,0.08424800657701649,1.0,-0.29528437871490554,-0.15592695392730405,-0.3572351971746323,0.0975020401242106,0.953759233609341,-0.18096837670728477,-0.41132560051900774,-0.34942710149271894,0.09237837339022248,0.9862322798564672,-0.3421728392839198,-0.15592695392730405,-0.34942710149271894,0.08424800657701649,1.0,-0.29528437871490554,-0.15592695392730402,-0.34942710149271894,0.07774670304754067,0.9940663416346291,-0.19507106396529295,-0.2601839192418177,-0.15592695392730402,-0.3572351971746323,0.0975020401242106,0.9537592336093411,-0.18096837670728477,-0.4113256005190078,-0.34942710149271894,0.09197824958969934,0.988494148836337,-0.3372383170536233,-0.15592695392730402,-0.34942710149271894,0.08618097690841857,0.9979461362723381,-0.3053087330130959,-0.15592695392730402,-0.34942710149271894,0.07955393286191408,0.9956118417299775,-0.19362687096825376,-0.27011240827014105,-0.09496884799630466,-0.15592695392730402,0.06290729105428082
"('C25',)",,-0.10335456909713332,0.17740128288724366,-0.31852304817323734,0.21849027764819534,0.4574563320571768,0.0001898638641640155,0.3151291003667811,-0.305583461628529,0.26634148677019626,0.7355182246055936,0.21219185045785582,0.08473332271702662,0.3490252969341964,-0.2989455160540724,0.8995870272997591,0.21548036146668725,0.14276187929776685,0.3786616383127924,-0.29528437871490554,0.9999999999999999,0.21762509219208298,-0.10335456909713332,0.17740128288724366,-0.31852304817323734,0.21849027764819534,0.4574563320571768,0.04549438621286372,0.331006812145513,-0.30180757882659964,0.8270384392039969,0.21360812668342105,0.14276187929776685,0.3786616383127924,-0.29528437871490554,1.0,0.21762509219208298,0.19032265794230516,0.4031168720275204,-0.2923998528745934,0.33125283188598514,0.9138532202110222,0.21941875757052118,-0.10335456909713331,0.17740128288724366,-0.31852304817323734,0.21849027764819537,0.45745633205717673,0.05925399302734509,0.33682452775676197,-0.30075817034920876,0.8532729488092472,0.214289723249426,0.12648650565593067,0.37005955334864465,-0.296274872266941,0.9717934260728361,0.21702851684148805,0.1780536261592779,0.39652876930587333,-0.29315397015022937,0.3259606271186152,0.9368712729955331,-0.13327717430654232,0.21894036201952938,0.3941412292068447
"('C27',)",,-0.1340512281825028,-0.3126780294601078,-0.1574195552704326,0.1315278694804461,0.36680494646224954,-0.13034984366992364,-0.2775682215352714,-0.15592695392730402,0.1390141182033638,0.3146599642873522,0.9879849245611154,-0.13322191568417163,-0.2798201166777923,-0.15592695392730402,0.2595136194815676,0.9944943494725694,-0.13306575265160975,-0.28312398332375527,-0.15592695392730402,0.21762509219208298,0.9999999999999999,-0.1340512281825028,-0.3126780294601078,-0.1574195552704326,0.1315278694804461,0.36680494646224954,-0.13267919924817925,-0.2778863423867403,-0.15592695392730402,0.2867070165042826,0.9907094385176349,-0.13306575265160975,-0.28312398332375527,-0.15592695392730402,0.21762509219208298,1.0,-0.1324273356000258,-0.28612453281502853,-0.15592695392730405,0.16017216696890882,0.17906013887781724,0.9953336240121076,-0.1340512281825028,-0.3126780294601078,-0.1574195552704326,0.13152786948044612,0.36680494646224954,-0.13301826367299904,-0.2785015399857212,-0.15592695392730405,0.2775656384042212,0.9920207453102834,-0.13316413742686192,-0.2821645890566305,-0.15592695392730405,0.2296943515635714,0.9984581672157247,-0.13266336958864236,-0.28531115622813025,-0.15592695392730405,0.1582573259861242,0.18958791181332768,-0.09546724648732738,0.9965807797716216,0.028239657946735646
"('D21',)",,0.6708160357054569,-0.1623211834764715,-0.35277197130436616,-0.3188240687202451,-0.09727344515884218,0.7768981174954952,-0.09651032227359294,-0.34942710149271894,-0.29129654911520747,0.07166645534576696,-0.13523348771324353,0.8751270942786584,-0.07843956446330712,-0.34942710149271894,0.15731267660424347,-0.13374918099596383,0.9427352476724361,-0.05717939285937604,-0.34942710149271894,0.19032265794230516,-0.1324273356000258,0.6708160357054569,-0.1623211834764715,-0.35277197130436616,-0.3188240687202451,-0.09727344515884218,0.8294961281005948,-0.09011235192159177,-0.34942710149271894,0.12459021832726605,-0.1346410446616549,0.9427352476724361,-0.05717939285937604,-0.34942710149271894,0.19032265794230516,-0.1324273356000258,1.0,-0.037343664862991274,-0.34942710149271894,-0.26133817825766026,0.21012797183269089,-0.13129768291824778,0.6708160357054569,-0.1623211834764715,-0.3527719713043662,-0.3188240687202451,-0.09727344515884218,0.8454869532812773,-0.08646112272236076,-0.34942710149271894,0.13738451892785275,-0.13433498163573923,0.9236757642856629,-0.06334997001012038,-0.34942710149271894,0.1822977753098342,-0.13279912612532296,0.9848803524335236,-0.04279359410046975,-0.34942710149271894,-0.26439826019033946,0.20537788968122642,-0.21393891426308664,-0.1316000294154026,0.34122521980596643
"('D22',)",,-0.1615988179359066,0.755180815450863,0.05592843041666557,0.2792867796185896,0.3226763358498391,-0.13489454298862033,0.8810037080587446,0.06646381258752769,0.30386527046375733,0.43226516528232894,-0.2871162527316179,-0.09975952225342959,0.9226886036810077,0.07373583995387231,0.42994221112813874,-0.2865765521732722,-0.06705969208571365,0.9632680579548702,0.07774670304754067,0.4031168720275204,-0.28612453281502853,-0.1615988179359066,0.755180815450863,0.05592843041666557,0.2792867796185896,0.3226763358498391,-0.11863351762703926,0.898591535287335,0.07060038206670545,0.43361048455439155,-0.2868890442811063,-0.06705969208571365,0.9632680579548702,0.07774670304754067,0.4031168720275204,-0.28612453281502853,-0.037343664862991274,1.0,0.08090676976010862,0.33796918308226465,0.3856625771021974,-0.2857424130072214,-0.1615988179359066,0.755180815450863,0.055928430416665564,0.27928677961858966,0.3226763358498391,-0.11241986933986467,0.9064799454355906,0.0717500340306243,0.4337575285908475,-0.28678044002092384,-0.07650704604895314,0.9514892749309837,0.0766615937865809,0.41019423838998786,-0.2862509772618805,-0.045517422174207636,0.9900920890507631,0.0800806163359286,0.33545757062646125,0.3898179797521275,-0.2204621698704019,-0.28584452683758693,0.13580705125555975
"('D23',)",,-0.3572351971746323,0.100878111398665,0.9477687756578645,-0.18144888737033674,-0.4081838655106363,-0.3494318878401344,0.09782700198915623,0.971906106248541,-0.17768923645449916,-0.35106244434543754,-0.15592701440984036,-0.34942710149271894,0.09352106252420814,0.9864185514195154,-0.32384432879446345,-0.15592695392730405,-0.34942710149271894,0.08740807328958446,0.9940663416346291,-0.2923998528745934,-0.15592695392730405,-0.3572351971746323,0.100878111398665,0.9477687756578645,-0.18144888737033674,-0.4081838655106363,-0.34942710149271894,0.09553844010279043,0.9802986214910966,-0.3392883134436076,-0.15592695392730405,-0.34942710149271894,0.08740807328958446,0.9940663416346291,-0.2923998528745934,-0.15592695392730405,-0.34942710149271894,0.08090676976010862,1.0,-0.19553014190377208,-0.2572993934015056,-0.15592695392730402,-0.3572351971746323,0.10087811139866498,0.9477687756578644,-0.18144888737033674,-0.4081838655106363,-0.34942710149271894,0.09513831630226731,0.9825604904709663,-0.33435379121331116,-0.15592695392730402,-0.34942710149271894,0.08934104362098652,0.9920124779069674,-0.3024242071727838,-0.15592695392730402,-0.34942710149271894,0.08271399957448203,0.9984544999046516,-0.1940859489067329,-0.2672278824298289,-0.09496884799630466,-0.15592695392730402,0.06372494195943423
"('D24',)",,-0.3457512834341048,0.2682003952264258,-0.19264422265695239,0.8542178216821427,0.39709130619931016,-0.32852135951150846,0.3034105846413295,-0.1930491099752404,0.9116718178448874,0.4056641688818789,0.1587213845872915,-0.3041950041376965,0.31837755217003155,-0.19444241704132395,0.3644418095228344,0.15958682386430126,-0.28186962915882147,0.3294631618349071,-0.19507106396529295,0.33125283188598514,0.16017216696890882,-0.3457512834341048,0.2682003952264258,-0.19264422265695239,0.8542178216821427,0.39709130619931016,-0.3171548739259869,0.3106203677639382,-0.19389562181318104,0.3853293660981599,0.15914728564678984,-0.28186962915882147,0.3294631618349071,-0.19507106396529295,0.33125283188598514,0.16017216696890882,-0.26133817825766026,0.33796918308226465,-0.19553014190377208,1.0,0.30395129091705525,0.1606477677215642,-0.34575128343410483,0.2682003952264258,-0.19264422265695239,0.8542178216821427,0.3970913061993101,-0.31291205771985414,0.3131591878791317,-0.19410377421787606,0.378302750887804,0.1593060214744581,-0.28839822963111983,0.32657293104597046,-0.19490686542610902,0.34039415295818476,0.16001180055342648,-0.2669175430157141,0.3356785356887946,-0.1954125253208447,0.9921763548386624,0.3111179298993385,-0.06396228512942681,0.16052160572953067,0.0342532785396898
"('D25',)",,-0.09235578082884854,0.13746408977680674,-0.28326968347063436,0.17998424615207226,0.3592959063875131,0.014032351757497818,0.2877502552252873,-0.2704830021554412,0.23548028718824798,0.6493686557094365,0.17290973834560375,0.10115624599027492,0.3257966312703528,-0.26384505658098456,0.8134402398716648,0.17629336676101973,0.16037696924983888,0.35867044958949984,-0.2601839192418177,0.9138532202110222,0.17906013887781724,-0.09235578082884854,0.13746408977680674,-0.28326968347063436,0.17998424615207226,0.3592959063875131,0.06091070225404174,0.3038062795173626,-0.2667071193535118,0.7408916594150193,0.1743260298083091,0.16037696924983888,0.35867044958949984,-0.2601839192418177,0.9138532202110222,0.17906013887781724,0.21012797183269089,0.3856625771021974,-0.2572993934015056,0.30395129091705525,1.0,0.18085380425625547,-0.09235578082884853,0.13746408977680677,-0.2832696834706343,0.17998424615207226,0.3592959063875131,0.07509687757499856,0.31100686260034865,-0.26565771087612094,0.7671261690202696,0.17500762637431405,0.14371194581158114,0.3495218730352082,-0.2611744127938532,0.8856466462838585,0.17835369663740755,0.1970783525948419,0.3784075568155649,-0.25805351067714155,0.29813805737897486,0.9769819472154889,-0.08715150417573804,0.18037540870526364,0.4511231036246029
"('D27',)",,-0.13289633293599823,-0.3122509416522599,-0.1574195552704326,0.13158950964640792,0.3640411872921514,-0.12922017551450268,-0.2771861004242498,-0.15592695392730402,0.13948972156327583,0.31265326215573924,0.9833185467631816,-0.13209226300239357,-0.27943799686998516,-0.15592695392730402,0.25900001809171175,0.9898279734846772,-0.13193609996983172,-0.28274186351594816,-0.15592695392730402,0.21941875757052118,0.9953336240121076,-0.13289633293599823,-0.3122509416522599,-0.1574195552704326,0.13158950964640792,0.3640411872921514,-0.13154954656640122,-0.27750422257893326,-0.15592695392730402,0.2849632285845745,0.9860430625297425,-0.13193609996983172,-0.28274186351594816,-0.15592695392730402,0.21941875757052118,0.9953336240121076,-0.13129768291824778,-0.2857424130072214,-0.15592695392730402,0.1606477677215642,0.18085380425625547,1.0,-0.13289633293599823,-0.3122509416522599,-0.1574195552704326,0.1315895096464079,0.36404118729215146,-0.131888610991221,-0.2781194201779141,-0.15592695392730405,0.27582185048451313,0.9873543693223911,-0.1320344847450839,-0.2817824692488234,-0.15592695392730405,0.23148801694200966,0.9937917912278325,-0.13153371690686433,-0.28492903642032313,-0.15592695392730405,0.1587329267387795,0.1913815771917659,-0.09546724648732738,0.9987528442404858,0.03006772079303346
"('A31',)",,0.9999999999999998,-0.1890162998957508,-0.36065480951031764,-0.38299278802445846,-0.15270620257794554,0.8989264161109433,-0.20511719452790073,-0.3572351971746323,-0.37238444228548157,-0.1622118641266046,-0.13692008442807097,0.7984792790731504,-0.1923496218272513,-0.3572351971746323,-0.12075574852487891,-0.1354026107702731,0.7293603930306429,-0.1766867294917001,-0.3572351971746323,-0.10335456909713331,-0.1340512281825028,0.9999999999999998,-0.1890162998957508,-0.36065480951031764,-0.38299278802445846,-0.15270620257794554,0.8451298883998262,-0.2005836006178509,-0.3572351971746323,-0.13793013361813497,-0.13631440350502377,0.7293603930306429,-0.1766867294917001,-0.3572351971746323,-0.10335456909713331,-0.1340512281825028,0.6708160357054569,-0.1615988179359066,-0.3572351971746323,-0.34575128343410483,-0.09235578082884853,-0.13289633293599823,1.0,-0.18901629989575083,-0.3606548095103177,-0.38299278802445846,-0.15270620257794554,0.8287817414987904,-0.1980302540339953,-0.3572351971746323,-0.1312864240640258,-0.13600150137195002,0.7488457685972043,-0.18135488988114937,-0.3572351971746323,-0.10758465846394254,-0.13443132652360118,0.6862735381617558,-0.16576127330380877,-0.3572351971746323,-0.348606644645676,-0.0950867843538063,-0.21871946936460804,-0.13320543549291142,0.10836856811647914
