,"('Intercept',)","('A1',)","('A2',)","('A3',)","('A4',)","('A5',)","('A7',)","('B1',)","('B2',)","('B3',)","('B4',)","('B5',)","('B6',)","('B7',)","('C1',)","('C2',)","('C3',)","('C4',)","('C5',)","('C6',)","('C7',)","('D1',)","('D2',)","('D3',)","('D4',)","('D5',)","('D6',)","('D7',)","('A21',)","('A22',)","('A24',)","('A25',)","('B21',)","('B22',)","('B23',)","('B24',)","('B25',)","('B26',)","('B27',)","('C21',)","('C22',)","('C23',)","('C24',)","('C25',)","('C26',)","('C27',)","('D21',)","('D22',)","('D23',)","('D24',)","('D25',)","('D26',)","('D27',)","('A31',)","('A32',)","('A33',)","('A34',)","('A35',)","('B31',)","('B32',)","('B33',)","('B34',)","('B35',)","('B36',)","('B37',)","('C31',)","('C32',)","('C33',)","('C34',)","('C35',)","('C36',)","('C37',)","('D31',)","('D32',)","('D33',)","('D34',)","('D35',)","('D36',)","('D37',)",Target
"('D7',)",,-0.15301188693157405,-0.24559074040740422,-0.12577018555742708,0.08168162576638051,0.446776697766141,0.8212805191350641,-0.13772267943103603,-0.2268989699903866,-0.1222802053422282,0.12331166885350933,0.538360114369444,-0.07496706229582077,0.9260918780808838,-0.11123132560197146,-0.19485251039084742,-0.1125713354047517,0.15539858623187117,0.5226605033249663,-0.06775031488120394,0.9839741827739761,-0.0858398642549015,-0.16172317432374125,-0.0992391490956988,0.1757746513598044,0.46948219965266463,-0.05827120705841063,1.0,-0.09395931768444765,-0.16214406342178414,0.005650270890241719,0.5456464956849374,-0.050494820459538646,-0.11328913795595694,-0.09292873112907087,0.07140595388845318,0.6597071569890249,-0.05827120705841063,0.9494270280158129,-0.03347929518702435,-0.06886258713724311,-0.058637310516109147,0.09561154903741761,0.499345972649484,-0.034748060341737115,0.8894521552228496,-0.028498646608650636,-0.04712261934682968,-0.03589483308250227,0.09979370836121493,0.215750193009855,-0.023084516646967045,0.8046049864331265,-0.05917549852604491,-0.12362490094659859,-0.1006068388986839,-0.027649158493779916,0.5936674917851602,-0.00569540347816844,-0.06520777894524399,-0.06640098985349989,0.03585003043285389,0.698941643825379,-0.041067464443154775,0.8396481512802633,-0.01265619453244039,-0.043217924610178024,-0.04227340860136757,0.04635377185428152,0.5501857227936748,-0.026031471971686815,0.7633424773721197,-0.02114809182344704,-0.029151436893176588,-0.02423758036607893,0.0493780669726788,0.16998577123432465,-0.017493098322230123,0.6756266562912586,0.1101983426753452
"('A21',)",,0.9392073635505487,-0.2258384855253316,-0.24465229680005524,-0.366965989596577,-0.13322811844147514,-0.05849090547271362,0.8523806439765509,-0.24776047994004216,-0.237863472631188,-0.35899833915992585,-0.20610301739088788,-0.1458283924265233,-0.07998256350346006,0.6871021769347375,-0.24294096946692195,-0.2189774598690302,-0.33158671871026224,-0.21130306336902713,-0.1317901382680629,-0.09101009164410666,0.5098068054560425,-0.22424887854999004,-0.19304325306620584,-0.29629300037348544,-0.19089246635564178,-0.11335106631962623,-0.09395931768444765,1.0,-0.22820647345006656,-0.29405845774584694,-0.21836813356698326,0.7013141540534866,-0.21135274507934312,-0.18076802072507803,-0.24474973025337476,-0.22588571395296506,-0.11335106631962621,-0.10177051288189275,0.3346417386177408,-0.15720393494218574,-0.1140632227929241,-0.17676791157530167,-0.153754818458801,-0.06759306853428557,-0.08432974000738118,0.08503118240302909,-0.12439172235848897,-0.06982380854387103,-0.13742277435280137,-0.07692534391961602,-0.04490476016369481,-0.07120910360642424,0.9830196410448166,-0.2035369617231018,-0.19570372820287701,-0.24243232672848106,-0.23430632458203304,0.5487514284850231,-0.14983039717789487,-0.12916538689559548,-0.16236240287610876,-0.18062453139027387,-0.07988578100001968,-0.08633691645220729,0.3095027391011231,-0.11473367813969187,-0.08223162319474783,-0.12293537154375296,-0.13134889191745655,-0.050637274475924546,-0.06948863934188265,0.049404386138594714,-0.08880238505161286,-0.047147737591033426,-0.09525147961305373,-0.05331864139253142,-0.034028149546846305,-0.05698989311204074,0.266975709727433
"('A22',)",,-0.26151347892655047,0.9306558073923047,0.07018919116653337,0.1723942232343644,0.4062348457800189,-0.2005142473656606,-0.2678738206675065,0.883854439842061,0.05497734743172963,0.16017452547681646,0.32958273387084275,-0.1548657475732699,-0.19392014101048774,-0.2473349713979069,0.780903388093242,0.03655752910212093,0.1421469748150073,0.22544450633851648,-0.1399575072182972,-0.17966619107288537,-0.21487682145817982,0.6665788218597897,0.018290396798186413,0.12341584192138852,0.14355041066870416,-0.12037571923904326,-0.16214406342178414,-0.22820647345006656,1.0,0.17433025791840598,0.37170152849637095,-0.20244590400337006,0.7825464231861278,-0.04428429234641388,0.13690835029956877,0.2094978869765997,-0.12037571923904326,-0.1458260002019561,-0.14530046697236015,0.5344656707802541,-0.04686843602507847,0.0984066442774921,0.07755658355977554,-0.07178198233658484,-0.10630156897693828,-0.08464163059693193,0.39816233898183034,-0.04139960625327101,0.07730537457471537,-0.007984129770519767,-0.047687621982481464,-0.08360288605933631,-0.19751888615725793,0.980278463863403,-0.08146449687776942,0.17716423400467568,0.30316252297327334,-0.14571078707828977,0.6292710659713074,-0.07178189177497456,0.11633725586417765,0.1321479615610171,-0.08483650535526537,-0.10319996157045919,-0.11931801787611966,0.4663122705769648,-0.055035434266643715,0.0903422349713997,0.05893327679673245,-0.053775394738292286,-0.07922068037301608,-0.06317038371872356,0.3487774136971914,-0.03871368271117305,0.07190399673503962,-0.018066822161106506,-0.03613696023401311,-0.062412087599465274,-0.04975513113440828
"('A24',)",,-0.3806998940687819,0.28377849103171865,-0.06971388398360405,0.9404643161849304,0.251336564965041,-0.007673745720668545,-0.37958427167385317,0.2823512482393554,-0.08087053793145546,0.9059432548738279,0.2329339323575817,-0.10417119878797546,-0.0016502284123717087,-0.33965065542900763,0.2604030563168987,-0.08539903050613838,0.8251742896484018,0.17920164039192224,-0.09512108700501051,0.0028003634188150882,-0.2841541464873141,0.23147328166457076,-0.08417343800770351,0.7282793418869287,0.12832092937338327,-0.08287125354930784,0.005650270890241719,-0.29405845774584694,0.17433025791840598,1.0,0.21540811762825643,-0.24856396231472647,0.15995388032371258,-0.07903674566845603,0.8064423360931481,0.15635715620601606,-0.08287125354930787,-0.014922177527778866,-0.16321797650558253,0.12749712816571332,-0.06390891745228869,0.5713810941714849,0.07202171604007122,-0.051752675630898304,-0.00821406922098453,-0.0828202557206212,0.10945173133994839,-0.046469856913030995,0.4378901663403112,0.0025940238510812133,-0.03582073765913645,-0.005099477189921785,-0.24146130683867115,0.08141639031952418,-0.06269839654852934,0.9780448824294095,0.15557898090881592,-0.16730822255147948,0.07742223553252385,-0.06930226038961262,0.63742534530807,0.09360655848669784,-0.06020958005720931,-0.020977924300843862,-0.12654365112054156,0.0711979813660673,-0.05264848224095659,0.48015537360644983,0.04818805241657219,-0.03990241378161037,-0.01527170034850554,-0.05721221186143829,0.06733568216464626,-0.035219995413104,0.36925981026708854,-0.010950177842879934,-0.027891241582518555,-0.011336891727693747,-0.10135318541083159
"('A25',)",,-0.2376466372896986,0.3327007359712558,-0.39051836837464105,0.324712754601483,0.9489937049673929,0.6366074796875429,-0.24200506599970187,0.3192193280937921,-0.3837516358661473,0.31919456853285283,0.8345930903577864,-0.23551848177853768,0.6320161995853145,-0.22384106424520825,0.28642541024371176,-0.35759457404624895,0.2966831478791887,0.6288992265639206,-0.214434966627233,0.5966015602894855,-0.1965391709443893,0.24927129814716303,-0.31951979717147716,0.2671621572534629,0.45567450738855353,-0.18605188331554573,0.5456464956849374,-0.21836813356698326,0.37170152849637095,0.21540811762825643,1.0,-0.19607094432129266,0.3040278852260764,-0.3180444780005159,0.18876864168837512,0.6795357348577716,-0.1860518833155458,0.5722277476889058,-0.14615414706818422,0.22314444516323542,-0.2064902884400868,0.1434613509405693,0.35222703690115686,-0.11433205786657634,0.42302630971112987,-0.08959703016694641,0.17842813577859304,-0.13030244182472048,0.11643795739914971,0.09836387846607046,-0.07799513620223998,0.33504309152052214,-0.18788582012759703,0.3591714775569108,-0.35460745144444566,0.17447846197793995,0.9774937057028478,-0.14356957040465415,0.2526957620766079,-0.23956993472789517,0.12936301975473133,0.5580363601427986,-0.13375913096002623,0.4545978847395344,-0.12215294755443003,0.20248070146799127,-0.1553839516163586,0.10351821826980737,0.34307571201124365,-0.08725764373699328,0.3507542529293307,-0.06839704791608986,0.16587641658040778,-0.09128634501116577,0.08469497081921247,0.06327851452226543,-0.060157770919323214,0.2770886428077874,-0.04773829294799466
"('B21',)",,0.7010945241167599,-0.21382457707891273,-0.20938574935578222,-0.3070897383134053,-0.12586846556168652,-0.07521995690581094,0.8664748665554372,-0.17910569053437686,-0.20357553193932879,-0.2900328113407653,-0.006608143652105599,-0.12480727802253741,-0.06866022183979549,0.9271333056665262,-0.1349403084223828,-0.18741193165324996,-0.2583938722420957,0.08847459385235444,-0.1127926335452,-0.05953659804648324,0.8929424456525801,-0.0948196107621577,-0.16521613215991504,-0.22276675931017131,0.14817703138206015,-0.09701154770277362,-0.050494820459538646,0.7013141540534866,-0.20244590400337006,-0.24856396231472647,-0.19607094432129266,1.0,-0.12549742926195762,-0.15471037048965716,-0.19615944737813112,-0.016052182010333323,-0.09701154770277363,-0.06898915003221645,0.8109630439709902,-0.06295844046020582,-0.0976210470566337,-0.13517028600044437,0.10226187620100755,-0.05784955012245199,-0.0489912936224252,0.41036603488934587,-0.034781382282751704,-0.059758729699486125,-0.10161695789663232,0.14942765062055802,-0.03843175387885699,-0.0407546658338248,0.6655690827341159,-0.17633197815257595,-0.1674931006879916,-0.206091462862022,-0.20609659776128675,0.9543347257839426,-0.08205905877560443,-0.1105462392125705,-0.1322259377267645,-0.030757982611797453,-0.06837027216315572,-0.06161702540210934,0.7817590132276026,-0.04764276566745412,-0.07037796198351788,-0.09821587102129067,0.05345573975413469,-0.04333792815418046,-0.04808478516272382,0.3112457175329008,-0.025871394439155045,-0.04035140685393355,-0.0748725569414733,0.1231742881416048,-0.0291230030751764,-0.04001027359909763,0.7392208403678645
"('B22',)",,-0.24133255335538809,0.7414920236080736,0.0415987905589377,0.1608073345562357,0.33289835239091886,-0.15914135763016624,-0.2038339550234665,0.8721048211961826,0.059396324529139365,0.2244200284569264,0.4559821939874935,-0.12672645042602051,-0.14808333221473563,-0.14990928411901677,0.9278204126417186,0.06958546399468635,0.2719658257317655,0.46974909761869826,-0.11452705571229228,-0.13139022371127268,-0.1025120157533196,0.9281045288279436,0.07073249503637678,0.300664232259193,0.4332595540106438,-0.09850330273597846,-0.11328913795595694,-0.21135274507934312,0.7825464231861278,0.15995388032371258,0.3040278852260764,-0.12549742926195762,1.0,0.003968518532432154,0.2813049158602037,0.45340936281018124,-0.09850330273597846,-0.10759028817923585,-0.06726526889054817,0.9272440619775978,0.004111549707320509,0.3006076069856478,0.34848844605567103,-0.05873910770201239,-0.07243821751775166,-0.045756555258692905,0.8255973903118344,-0.007351214910136052,0.28738420622377386,0.13501943621937912,-0.039022722311392186,-0.05398227579408284,-0.1840595177227208,0.7565354557695999,-0.07043069978646742,0.15888020484988039,0.24664240476932817,-0.08424496193502477,0.9512809671784838,-0.025194068493390506,0.2815299692044152,0.3778365521103935,-0.06942160780345964,-0.07695783391194727,-0.06277676395820535,0.863212438803395,-0.019659511216325976,0.2743819287948359,0.29253713590444724,-0.04400433925660558,-0.05705689021989959,-0.041442811168794925,0.7508224983984075,-0.01966471430520707,0.25264077626297154,0.07112102444633064,-0.029570830034421666,-0.0438661440873272,0.1807222250266921
"('B23',)",,-0.258825344741545,-0.06876310438977046,0.7854244342653578,-0.12767909899259292,-0.49195215842452444,-0.11335783852898003,-0.25950107384753696,-0.039980887188591135,0.897107847729865,-0.12083623683153685,-0.41731896469622803,-0.06885731830980328,-0.11035217233553703,-0.23264601235098428,-0.01178217566400965,0.9631603340420187,-0.10853227793356547,-0.3097302085367773,-0.062228728917720556,-0.10269672694795885,-0.19416547965883496,0.010329927380048733,0.9799024146042414,-0.09510388327810254,-0.22778454400964193,-0.053522159330247294,-0.09292873112907087,-0.18076802072507803,-0.04428429234641388,-0.07903674566845603,-0.3180444780005159,-0.15471037048965716,0.003968518532432154,1.0,-0.0589463814792899,-0.21254797282812674,-0.053522159330247294,-0.07744990615315482,-0.10097503220573922,0.024247482577101787,0.8768437408880801,-0.042667580274828074,-0.1268519803898085,-0.031916126607147176,-0.056468964903414326,-0.04974305455071509,0.029084697455400113,0.678453428559841,-0.036801529110938945,-0.0633990567680149,-0.021203150585198213,-0.04425931788008629,-0.14084807160809568,-0.028249538559621933,0.7683529249828721,-0.05895918894084761,-0.22529551507638895,-0.09881085520612366,0.015084989555080077,0.9473588338263221,-0.033901745412433404,-0.13120205553230688,-0.037720505309123686,-0.051296647242972324,-0.07450975262594128,0.017546740554969693,0.7683566678807395,-0.027880666358774852,-0.09435174129613534,-0.023909931865198967,-0.03930187759693638,-0.03294340716298027,0.01460921738148494,0.5469315500589471,-0.026132307855906815,-0.042185786885779314,-0.016067427514304823,-0.03083850766104899,0.11167640521628304
"('B24',)",,-0.31864943545903096,0.22534228185869476,-0.0850401557652353,0.7659151427861122,0.22350354149814688,0.005623308861961963,-0.3074804296228709,0.31072329278401906,-0.07982056517142964,0.8762343701593309,0.3437462502184179,-0.08464845456597632,0.03136395908001039,-0.2651962753713315,0.36735686354448993,-0.07165107246360755,0.9306644317249552,0.37435150990062244,-0.07545860759784269,0.05412155909585491,-0.21392319384445166,0.3962581817731433,-0.06273910408591896,0.9387661874472603,0.35791588504472166,-0.06445235563670257,0.07140595388845318,-0.24474973025337476,0.13690835029956877,0.8064423360931481,0.18876864168837512,-0.19615944737813112,0.2813049158602037,-0.0589463814792899,1.0,0.3452377825433075,-0.06445235563670257,0.035046361390883185,-0.12336081555557535,0.318112173564152,-0.041868078792199816,0.9311503663115535,0.28631168621052894,-0.03944047240529114,0.05620386026338435,-0.06299699543353691,0.31935888804157686,-0.03208432782830901,0.8345487334388597,0.11931783297754175,-0.027834861883606427,0.061476562904347824,-0.20023345429458322,0.06146145004252988,-0.0723649309854679,0.7839685796621195,0.13482782789878042,-0.13287252787058973,0.20493998610471698,-0.04679864446457561,0.9432030445119994,0.27784318864039315,-0.04590245673161681,0.024120054443968936,-0.09898232064229409,0.2237164618621149,-0.035815955393699,0.8530718137428329,0.2286628675261764,-0.030749953894063615,0.03271580903140496,-0.04547635811829315,0.22780905037912283,-0.02627964811883142,0.7474764459203046,0.06068411122977663,-0.02220511202032647,0.035360782238813795,0.04459275763298802
"('B25',)",,-0.23144122664218655,0.18046847647238481,-0.2787938131463169,0.23646055533220278,0.6445582562154483,0.458492376809403,-0.1264043830054257,0.31375353273067524,-0.26641763165021587,0.3432578463048913,0.8953103407320385,-0.1542793898044047,0.556404391725568,-0.007948690805346145,0.4129824028080729,-0.24161525002333706,0.42453872021422845,0.9482478875297069,-0.13299798144991432,0.6238483009383233,0.08757367893280674,0.4723344736294768,-0.2107014551488777,0.4751196992952773,0.9119525799532516,-0.10892987963881806,0.6597071569890249,-0.22588571395296506,0.2094978869765997,0.15635715620601606,0.6795357348577716,-0.016052182010333323,0.45340936281018124,-0.21254797282812674,0.3452377825433075,1.0,-0.10892987963881806,0.6650894953254699,0.12629989324188406,0.5072722208028496,-0.13372257706387297,0.3911356838989058,0.8609239969214595,-0.05714959789124532,0.6584297128415483,0.14413225573028174,0.49733475511441794,-0.08427428347488033,0.3844509271053362,0.4801776918265976,-0.03505237885432471,0.6110789654912965,-0.2044453470454769,0.20113687540856293,-0.2484048410488254,0.1224762430247729,0.6650368543263265,0.02306518674605217,0.45375854349718164,-0.1587358261297847,0.30959704736290933,0.9545755280227803,-0.07012753929530828,0.6349986256378903,0.10712720823256301,0.4618948484976646,-0.10194357831590117,0.31419693052302233,0.823071304541236,-0.040400563488271764,0.5930662087387608,0.1225348381701716,0.43973406207458393,-0.060504465914540145,0.29748314313209534,0.3643054154569496,-0.02533368280544023,0.5336010024423533,0.3569708182006515
"('B26',)",,-0.16229711814800402,-0.1774475195632674,-0.0724371443429031,-0.08805051543119552,-0.2234775453525821,-0.07108133297808035,-0.1627208358741804,-0.17092105345552647,-0.070427095622041,-0.08056113928814068,-0.1619512579481752,0.8890256521235099,-0.06919662202831775,-0.14588129841339217,-0.15349224449593313,-0.0648352869596759,-0.06931038035924793,-0.09171086268837371,0.9745813506315447,-0.064396254715821,-0.12175197843905394,-0.1333784366985689,-0.05715663482288313,-0.05759638316913173,-0.0397442493115378,1.0,-0.05827120705841063,-0.11335106631962621,-0.12037571923904326,-0.08287125354930787,-0.1860518833155458,-0.09701154770277363,-0.09850330273597846,-0.053522159330247294,-0.06445235563670257,-0.10892987963881806,1.0,-0.04856516884790576,-0.06331666146627991,-0.07056345975360544,-0.033772068530467284,-0.0439977397998084,-0.046864050139026024,0.890568726972179,-0.03540901405067821,-0.03119151414449573,-0.05511778719099924,-0.02067357373798638,-0.033020344637456414,-0.01200223762039115,0.7497662681652884,-0.02775292253665331,-0.0883191564625351,-0.08988867958181145,-0.05794435365494151,-0.07179204348281695,-0.14083815667926686,-0.0619596085449342,-0.061414904491629965,-0.0382435476676098,-0.046431729320570346,-0.07612840944644539,0.9406463502135266,-0.03216569855824009,-0.04672153778906933,-0.047211116529979356,-0.02434730446768432,-0.03470598529573777,-0.0493209582936274,0.7923635577778868,-0.024644346472938453,-0.02065725074129409,-0.03700698281990937,-0.013959597019905174,-0.026668104297672336,-0.018567563919395184,0.6511289249789998,-0.01933736793192062,0.12088759220504632
"('B27',)",,-0.15690221309488464,-0.21894221127277746,-0.10482107040456858,0.06182249167511764,0.4469832084648164,0.7820150668556404,-0.14781526345364876,-0.2050428429395281,-0.10191240441010904,0.09507018317382862,0.523156227091604,-0.062480051850969165,0.8804004244793247,-0.1251099394831475,-0.17874153859006633,-0.09382070815670489,0.12094430183456305,0.49975708056681684,-0.05646537368629182,0.9345606861998035,-0.10018309007816106,-0.15072129089236494,-0.08270921910582678,0.13757307171021843,0.444811682264605,-0.04856516884790573,0.9494270280158129,-0.10177051288189275,-0.1458260002019561,-0.014922177527778866,0.5722277476889058,-0.06898915003221645,-0.10759028817923585,-0.07744990615315482,0.035046361390883185,0.6650894953254699,-0.04856516884790576,1.0,-0.04534368476917798,-0.06963197370151097,-0.048870291688781396,0.05662750047114096,0.49888293327170374,-0.02896019325534278,0.9355407608526771,-0.029604836392791795,-0.050354807086509495,-0.029915951932688076,0.06203056112502202,0.216964454155853,-0.019239406652559285,0.8463957448108329,-0.07080084225539217,-0.11043462881124139,-0.08384909743625135,-0.04116635342171932,0.6466656673393527,-0.027988205689562812,-0.06379614579905268,-0.055340801172538055,0.008049981643914092,0.733290489888613,-0.034226995552674395,0.9467623724603034,-0.026166241132874354,-0.044859599669060744,-0.035232069664251485,0.01866606815760905,0.5760334645283967,-0.021695497579057407,0.8596861686068981,-0.020983075343140988,-0.032303345610048134,-0.020200408441229136,0.023234970464067875,0.18065731044502692,-0.014579331999086965,0.760462304979232,0.10504507064650613
"('C21',)",,0.3713664827128863,-0.17012124717279714,-0.13666008760567583,-0.20301493467030354,-0.10355794078738752,-0.07012014930561664,0.5967850138096766,-0.12822421549167726,-0.13286792494138946,-0.18707300301887614,0.09109568610486586,-0.08145813934741433,-0.05832225092149089,0.7815391611229054,-0.08074194049176552,-0.12231840551174898,-0.16173819963814984,0.25463167115403107,-0.07361652466315045,-0.04522344972680222,0.8990447069991057,-0.03976371835065485,-0.10783184225436604,-0.13462426127420943,0.3789482470927378,-0.06331666146627993,-0.03347929518702435,0.3346417386177408,-0.14530046697236015,-0.16321797650558253,-0.14615414706818422,0.8109630439709902,-0.06726526889054817,-0.10097503220573922,-0.12336081555557535,0.12629989324188406,-0.06331666146627991,-0.04534368476917798,1.0,-0.011327815442155064,-0.06371446425539141,-0.08051447661111785,0.3993309597238193,-0.037756746158737746,-0.026750823504117362,0.8267933246062777,0.013128909664417827,-0.0390028130427309,-0.05749947641029916,0.5744487179496028,-0.025083306137517213,-0.02008132773838382,0.3003305325582682,-0.12139163727246993,-0.10931795446343177,-0.13489087342976472,-0.1471431606416647,0.8356728310140714,-0.034637371961424614,-0.0721503673566533,-0.08329754197258242,0.10234475050015666,-0.04462332041310283,-0.03805813257251198,0.9769633970404634,-0.005717334449246857,-0.04593368211431687,-0.060381028078661525,0.3222818957984214,-0.028285425710301026,-0.02801714838962508,0.7344022039884869,0.012160875758064398,-0.026336208708744868,-0.044863139947707735,0.5351265733964838,-0.019007750832323148,-0.022715630538705393,0.7842863537070363
"('C22',)",,-0.1762850407686316,0.5156953003931631,0.013566354483829297,0.13168040465315703,0.24261038581527206,-0.112200489207283,-0.1279771239675485,0.7020787129551265,0.04186242462716226,0.22214687734228486,0.43549633512501007,-0.09078128891091215,-0.10055896164220673,-0.06895271377208963,0.829583745720676,0.0643266062913704,0.2987118845082835,0.5104556412372342,-0.08204217586606287,-0.08492790048096296,-0.02216699744960823,0.8980734495971895,0.0769006563281071,0.3535089471492374,0.5126362801578489,-0.07056345975360541,-0.06886258713724311,-0.15720393494218574,0.5344656707802541,0.12749712816571332,0.22314444516323542,-0.06295844046020582,0.9272440619775978,0.024247482577101787,0.318112173564152,0.5072722208028496,-0.07056345975360544,-0.06963197370151097,-0.011327815442155064,1.0,0.03168313066199733,0.38494256830877377,0.4582714425422891,-0.042078128825823444,-0.04129180349356123,-0.014370893594715608,0.9722897755845528,0.015688429349529607,0.3939844334021069,0.21033810668333094,-0.02795417228472539,-0.02720554219550656,-0.13837725765810474,0.5097939208236414,-0.05397030251941517,0.12443446149305906,0.18183260989155783,-0.038399549205554356,0.9603483663413938,0.004903468798248967,0.3402393905072284,0.46161085421174164,-0.049730604885400854,-0.04987614771484014,-0.020443416085094274,0.9668445007185071,0.006269819954428062,0.36021142969229003,0.40066557844318457,-0.03152278488001741,-0.034853268895405895,-0.021579195646431026,0.9138090289722289,-0.0028283655613699165,0.35344555602667493,0.12458543279715553,-0.021183249871402066,-0.02534853565582717,0.2822066410101249
"('C23',)",,-0.16331679045493072,-0.06518154459281925,0.48932608874411293,-0.09583339650793982,-0.32562202177986627,-0.07152791926133731,-0.16374317029388202,-0.03634504023346817,0.6420199353007745,-0.08804466230748835,-0.2703077477730617,-0.04344843522538367,-0.06963136714283424,-0.14679783421998938,-0.006591950934700293,0.7787737418688038,-0.0765583768117067,-0.19499334421795156,-0.03926584659272995,-0.06480084032000441,-0.12251691574752117,0.018014343457426783,0.8828510556518885,-0.06485669858265175,-0.13858680787908564,-0.033772068530467284,-0.058637310516109147,-0.1140632227929241,-0.04686843602507847,-0.06390891745228869,-0.2064902884400868,-0.0976210470566337,0.004111549707320509,0.8768437408880801,-0.041868078792199816,-0.13372257706387297,-0.033772068530467284,-0.048870291688781396,-0.06371446425539141,0.03168313066199733,1.0,-0.026410509325921195,-0.07704172679103653,-0.02013882901010893,-0.03563148005287803,-0.031387482646877414,0.042480348425099325,0.9367744062805685,-0.021150346360312707,-0.03789263713560837,-0.013379024007733891,-0.027927287225747197,-0.08887404369062192,-0.03492921528018072,0.45548993842711105,-0.04885021121180439,-0.14480403499151284,-0.06234888530906948,0.014401629197094904,0.9648535608655815,-0.021948631945865785,-0.08221153248677507,-0.02380134707277493,-0.03236778761827457,-0.04701507755591265,0.02257857611654349,0.9749781954506288,-0.016061268571396885,-0.05844344858003398,-0.015086982057803086,-0.024799180754085454,-0.020787035094574798,0.024685185614552355,0.8478852103363235,-0.01451278665623104,-0.02610600330291585,-0.01013842247606721,-0.01945885979076555,0.14127023041818487
"('C24',)",,-0.2302991902915711,0.16072539667056923,-0.07479849854019847,0.5457825681650443,0.170637483525175,0.00925909030409379,-0.2166447296488707,0.27140193081314756,-0.06619129505535873,0.7041876996195929,0.337521170733899,-0.06019022191376446,0.04121677908621029,-0.1806570922724813,0.3596243991081695,-0.05558260844759491,0.820660417153639,0.41091978487341657,-0.05254617048874261,0.07124157355625346,-0.14010123446806136,0.41854016227968965,-0.0454139266030609,0.8904618660075987,0.42284479340807846,-0.0439977397998084,0.09561154903741761,-0.17676791157530167,0.0984066442774921,0.5713810941714849,0.1434613509405693,-0.13517028600044437,0.3006076069856478,-0.042667580274828074,0.9311503663115535,0.3911356838989058,-0.0439977397998084,0.05662750047114096,-0.08051447661111785,0.38494256830877377,-0.026410509325921195,1.0,0.3747582120207457,-0.02615529932929835,0.08778763365271819,-0.04111996558513975,0.41278900198125323,-0.020394746434364043,0.9738067795745907,0.18114752701580494,-0.01875423399094336,0.09811398834137511,-0.1445250964494635,0.04432092902866486,-0.062282144112152986,0.5546295212141037,0.10230224711092706,-0.09200004010371327,0.24762013674261507,-0.03066030593282472,0.9664914017667641,0.34382916004945097,-0.030542384416607355,0.04729887344522603,-0.06706753532625719,0.2892997455102096,-0.022671583468528482,0.9626938528480254,0.31384141275352073,-0.020554262577437383,0.05958521878027186,-0.031292602005200815,0.3099001483591368,-0.017576319351658248,0.9093643589472834,0.10398181584241357,-0.015347595257033345,0.06426094715890862,0.1184677074447313
"('C25',)",,-0.1406387955120673,0.050808203922304083,-0.17520813694821655,0.11334638282930863,0.3349605007610398,0.2490926012176503,-0.009676880940902063,0.18485574812799555,-0.16509438349899178,0.224650264579017,0.6604935606737624,-0.08455660097942641,0.3511231408793012,0.14898150014773204,0.3000023768242122,-0.14726256048372754,0.3218305744945709,0.8365896490756517,-0.06609282428930283,0.43710836575584844,0.29782909517367945,0.38211797792147073,-0.12612314188654233,0.39389432721277273,0.9204414690443252,-0.046864050139026045,0.499345972649484,-0.153754818458801,0.07755658355977554,0.07202171604007122,0.35222703690115686,0.10226187620100755,0.34848844605567103,-0.1268519803898085,0.28631168621052894,0.8609239969214595,-0.046864050139026024,0.49888293327170374,0.3993309597238193,0.4582714425422891,-0.07704172679103653,0.3747582120207457,1.0,-0.009124739795344118,0.5692293497777644,0.5169055530510904,0.4869685483695628,-0.04783999651352196,0.3968906825330847,0.822495233963064,0.004568831999780311,0.5708803201025089,-0.1459328531970436,0.07848556084273031,-0.1520270119350233,0.05471295854569188,0.34765361913112364,0.12652202464844464,0.38235835139460495,-0.09291577138962537,0.28367158145594906,0.8832953009928528,-0.018062065334442903,0.5252793464906429,0.36154594449225147,0.42987957110077546,-0.058577099727896924,0.3148528676474538,0.9695390096828048,0.0015110064010256325,0.5383320891300042,0.4833676780332831,0.44017450101630645,-0.03476187892485861,0.3189036690499442,0.7171932125010811,0.009390828741214038,0.5190680906247147,0.48958224666440137
