,"('Intercept',)","('A1',)","('A2',)","('A3',)","('A4',)","('A5',)","('A7',)","('B1',)","('B2',)","('B3',)","('B4',)","('B5',)","('B6',)","('B7',)","('C1',)","('C2',)","('C3',)","('C4',)","('C5',)","('C6',)","('C7',)","('D1',)","('D2',)","('D3',)","('D4',)","('D5',)","('D6',)","('D7',)","('A21',)","('A22',)","('A24',)","('A25',)","('B21',)","('B22',)","('B23',)","('B24',)","('B25',)","('B26',)","('B27',)","('C21',)","('C22',)","('C23',)","('C24',)","('C25',)","('C26',)","('C27',)","('D21',)","('D22',)","('D23',)","('D24',)","('D25',)","('D26',)","('D27',)","('A31',)","('A32',)","('A33',)","('A34',)","('A35',)","('B31',)","('B32',)","('B33',)","('B34',)","('B35',)","('B36',)","('B37',)","('C31',)","('C32',)","('C33',)","('C34',)","('C35',)","('C36',)","('C37',)","('D31',)","('D32',)","('D33',)","('D34',)","('D35',)","('D36',)","('D37',)",Target
"('B4',)",,-0.4307832142755782,0.2834189589666537,-0.14193345539068883,0.9677951930677055,0.3528137734252169,0.08271614396309442,-0.41812016891382225,0.32783508405626943,-0.1448905570366164,1.0,0.4019857019472508,-0.10059259820052881,0.10366690392954253,-0.3648540823370887,0.3436945835524546,-0.13961518554082833,0.9733714514757021,0.36839571131541893,-0.09165336447567705,0.11706365550168607,-0.2993829478437743,0.3400482070266375,-0.1287889665609674,0.912620606774569,0.31135817145278233,-0.08056113928814068,0.12331166885350933,-0.35899833915992585,0.16017452547681646,0.9059432548738279,0.31919456853285283,-0.2900328113407653,0.2244200284569264,-0.12083623683153685,0.8762343701593309,0.3432578463048913,-0.08056113928814068,0.09507018317382862,-0.18707300301887614,0.22214687734228486,-0.08804466230748835,0.7041876996195929,0.224650264579017,-0.05442857331603174,0.0930070977628315,-0.09823523015479642,0.21056392261674742,-0.06193615483307923,0.5816750420583777,0.06736595223826213,-0.041305246954692364,0.08541806267206596,-0.30697824669726936,0.06669015738882106,-0.1201688627814374,0.8218691619224744,0.25673018773656886,-0.20457861437932492,0.13643117599896895,-0.09725663353240792,0.694057943492227,0.25982909796884746,-0.06134405724309559,0.07210546391915705,-0.15397590159700908,0.14184636522249786,-0.07059909132802909,0.5676929928065485,0.18075101459780946,-0.04473178752407692,0.06668200476549589,-0.07189023179917274,0.14124597781676257,-0.04653945953767589,0.46318406337240864,0.026404348230387488,-0.03425667175455155,0.05963675885451435,-0.046915740364351505
"('B5',)",,-0.1837330477337001,0.335097759437488,-0.508874671041449,0.3307706079431605,0.8779075717293898,0.468465251398123,-0.08480477061938807,0.424993141462371,-0.49277367150820833,0.4019857019472508,1.0,-0.22926225581528734,0.5196254973478126,0.014798665884689255,0.4735887898443994,-0.4534072163504809,0.4436112276968667,0.9366586523546797,-0.19741303993669976,0.5409792144890648,0.08576291860299781,0.4879220532075531,-0.40143464321170536,0.4585252930034986,0.8253038422401752,-0.1619512579481752,0.538360114369444,-0.20610301739088788,0.32958273387084275,0.2329339323575817,0.8345930903577864,-0.006608143652105599,0.4559821939874935,-0.41731896469622803,0.3437462502184179,0.8953103407320385,-0.1619512579481752,0.523156227091604,0.09109568610486586,0.43549633512501007,-0.2703077477730617,0.337521170733899,0.6604935606737624,-0.0867900542963432,0.4576578806965297,0.08406609357121263,0.39489054564333054,-0.17502954491098857,0.3093078022788055,0.32607772731789064,-0.054919137032013135,0.39696207176208026,-0.19315759389980441,0.2983534306114496,-0.4922096565760829,0.18782030585511883,0.7643539088972616,0.024935466360143058,0.39955497016500496,-0.3234636400477911,0.280167696292768,0.7504596723851011,-0.10551657740799354,0.44431199228846646,0.07367292121486665,0.3691022009933661,-0.21178266766423132,0.2601459756391555,0.5843780067457823,-0.06265082189132351,0.3818869053785686,0.06516688310801874,0.32829273687906685,-0.128925324495761,0.23199393462040682,0.22722398915619213,-0.040753955208017764,0.3240751467054419,0.23339002707416173
"('B6',)",,-0.20879845777757053,-0.228289749344025,-0.0931918212547462,-0.1053024644040001,-0.2797417503666324,-0.09144754307382519,-0.20934357902660025,-0.21989332140010875,-0.09060585375413695,-0.10059259820052881,-0.22926225581528734,1.0,-0.08902282509880867,-0.18767918047397686,-0.19747081339017983,-0.08341188113026882,-0.09082483811461296,-0.16065968953632317,0.9678739430563159,-0.08284705745084989,-0.15663633229925988,-0.17159400118274293,-0.0735331430339408,-0.07947916554995173,-0.10786420911522135,0.8890256521235099,-0.07496706229582077,-0.1458283924265233,-0.1548657475732699,-0.10417119878797546,-0.23551848177853768,-0.12480727802253741,-0.12672645042602051,-0.06885731830980328,-0.08464845456597632,-0.1542793898044047,0.8890256521235099,-0.062480051850969165,-0.08145813934741433,-0.09078128891091215,-0.04344843522538367,-0.06019022191376446,-0.08455660097942641,0.6205758246671474,-0.04555439806678341,-0.04012850088427954,-0.07091012516376322,-0.02659696217961133,-0.04647740832313395,-0.036673171496799495,0.45360818598262004,-0.03570468465859655,-0.1136243444863634,-0.11564356707325175,-0.07454655891694052,-0.09168583443957709,-0.17962767514863084,-0.07971226387942656,-0.07901149132367724,-0.04920108172012033,-0.060645830442416615,-0.10353533333793112,0.7012016230469046,-0.04138180843219997,-0.06010818396946567,-0.06073803671872533,-0.03132328954391801,-0.04578118123310446,-0.07172358295839797,0.4982797961868131,-0.03170543996839947,-0.026575962320992037,-0.047610216545875925,-0.01795929812071282,-0.03544762515587353,-0.03010780358731313,0.36316036212263864,-0.02487790693843713,0.03932104268959011
"('B7',)",,-0.15370181164982152,-0.2934716080151354,-0.14935115354183312,0.08422922532549068,0.5149126550439405,0.9743172437782942,-0.15296290352433178,-0.27705902978219893,-0.1452068281703812,0.10366690392954253,0.5196254973478126,-0.08902282509880867,1.0,-0.1378190511380128,-0.24410532624236583,-0.13367761782277102,0.11472418072682396,0.4422671485336572,-0.08045299158527656,0.9781045646572734,-0.11795667127502824,-0.2084430217100476,-0.11784574641646685,0.1184410120387977,0.35807794317471936,-0.06919662202831772,0.9260918780808838,-0.07998256350346006,-0.19392014101048774,-0.0016502284123717087,0.6320161995853145,-0.06866022183979549,-0.14808333221473563,-0.11035217233553703,0.03136395908001039,0.556404391725568,-0.06919662202831775,0.8804004244793247,-0.05832225092149089,-0.10055896164220673,-0.06963136714283424,0.04121677908621029,0.3511231408793012,-0.04126306145115934,0.7113484761986805,-0.04210412969392696,-0.07592569226448782,-0.04262484549341389,0.041930654617341585,0.13011713205195313,-0.027412690653986757,0.5925962370002082,-0.03819418368648633,-0.14775588071197188,-0.119469867815811,-0.03797781060819699,0.6914019943733879,-0.02521147594112305,-0.09067091369139009,-0.07885067821905739,0.0008595557349219667,0.5452960634552537,-0.04876730649986087,0.6998845299652027,-0.034274441142069206,-0.06661832892220534,-0.05019935615724163,0.008464227692966522,0.3819823704009024,-0.03091217803434163,0.5761063417799164,-0.030170688849017326,-0.05024611956713451,-0.028781945185919536,0.011734658858767509,0.10115053989733275,-0.020772923263700213,0.47547474466763195,0.03355553286910004
"('C1',)",,0.7891592354713367,-0.24938246425604949,-0.3148642167720896,-0.38852389283740696,-0.11842158282811256,-0.14356882713509478,0.9481768674636648,-0.2083396748672489,-0.30612709133860067,-0.3648540823370887,0.014798665884689255,-0.18767918047397686,-0.1378190511380128,1.0,-0.15518257154247128,-0.2818210468252941,-0.3227686462010235,0.12378430628264847,-0.16961213610830048,-0.1256190913226479,0.9613352920752503,-0.10626928801991616,-0.24844407134056795,-0.2760592502796388,0.1962153672971336,-0.1458812984133922,-0.11123132560197146,0.6871021769347375,-0.2473349713979069,-0.33965065542900763,-0.22384106424520825,0.9271333056665262,-0.14990928411901677,-0.23264601235098428,-0.2651962753713315,-0.007948690805346145,-0.14588129841339217,-0.1251099394831475,0.7815391611229054,-0.06895271377208963,-0.14679783421998938,-0.1806570922724813,0.14898150014773204,-0.08699137045365014,-0.08985542890903925,0.4459344332787508,-0.03149605366677824,-0.08986230285496868,-0.1347042196065076,0.21524941443338286,-0.05779182261197232,-0.0718421582196552,0.6057543166024001,-0.21823164204750842,-0.2518680670729083,-0.294012201160621,-0.25043995318279005,0.8042389078677195,-0.09536192054006773,-0.16623411638020721,-0.18654719904098574,-0.029064304781121618,-0.10281192612859374,-0.10229932065757025,0.6977946948039818,-0.04991533491994844,-0.1058309934947076,-0.13781283741954528,0.08648647430726371,-0.06516949146145061,-0.07885200441827929,0.3379139802665897,-0.020886559574442354,-0.06067850440541397,-0.10461124694925153,0.17943088139226906,-0.04379377097786874,-0.06346355593205581,0.6468620666039027
"('C2',)",,-0.2647430976364829,0.8520552941697271,0.026139602413987523,0.2789496685018945,0.3579522329154917,-0.25771052312501175,-0.21659932152980985,0.9666367273237796,0.04309325813712063,0.3436945835524546,0.4735887898443994,-0.19747081339017983,-0.24410532624236583,-0.15518257154247128,1.0,0.053483136278337076,0.38466017950676745,0.4755296087357519,-0.1784611718442365,-0.2210473361289683,-0.10605846031272534,0.9789881381393702,0.05561867228240473,0.4027131454516535,0.4282201562721696,-0.1534922444959331,-0.19485251039084742,-0.24294096946692195,0.780903388093242,0.2604030563168987,0.28642541024371176,-0.1349403084223828,0.9278204126417186,-0.01178217566400965,0.36735686354448993,0.4129824028080729,-0.15349224449593313,-0.17874153859006633,-0.08074194049176552,0.829583745720676,-0.006591950934700293,0.3596243991081695,0.3000023768242122,-0.09152990032259174,-0.1251098084384862,-0.06674848987091603,0.7268167286044623,-0.01653065349870434,0.3293290476922177,0.09700094068227673,-0.060806948270266184,-0.09587704427525665,-0.2107336309250485,0.7010905146673904,-0.09791054970507847,0.24301601064502407,0.1987403239745594,-0.08553741781256127,0.7966105605312619,-0.03981919670543672,0.33349063171726423,0.30630581309747507,-0.10817584895432418,-0.12636278044439592,-0.07389446989320014,0.7054396432760002,-0.030385179547137355,0.3082725623093106,0.22459861739549883,-0.06856952622350854,-0.09528220443419516,-0.060837730751789075,0.6050412701051807,-0.029330801131018748,0.27371221923343053,0.03368019362211639,-0.04607858769727574,-0.07416972653156564,0.16293427177373648
"('C3',)",,-0.3135339774916677,0.008786708116715213,0.8953521683338582,-0.1434155548596059,-0.5316928816404464,-0.13731860003640614,-0.31435253733757335,0.03455285014339824,0.9737327744636589,-0.13961518554082833,-0.4534072163504809,-0.08341188113026882,-0.13367761782277102,-0.2818210468252941,0.053483136278337076,1.0,-0.12873810825119206,-0.33948999119608153,-0.07538218836840119,-0.12440401965859231,-0.2352067769476066,0.06434076108803441,0.9778773188099276,-0.1154603835982905,-0.25274416131437283,-0.0648352869596759,-0.1125713354047517,-0.2189774598690302,0.03655752910212093,-0.08539903050613838,-0.35759457404624895,-0.18741193165324996,0.06958546399468635,0.9631603340420187,-0.07165107246360755,-0.24161525002333706,-0.0648352869596759,-0.09382070815670489,-0.12231840551174898,0.0643266062913704,0.7787737418688038,-0.05558260844759491,-0.14726256048372754,-0.038662327026972365,-0.0684049670200746,-0.06025738229555726,0.05256369866535824,0.5705374254061809,-0.04867590948087152,-0.07528306928160274,-0.025684919477149033,-0.05361453295800081,-0.17061952011467435,0.052636629517301775,0.8029378124299426,-0.0628387276169898,-0.2594885395352448,-0.1196967804024969,0.06882060228669047,0.8419999650864947,-0.04386846563437909,-0.1529727187296728,-0.045693593393548296,-0.062139362194751226,-0.09025908620370884,0.05226334730469391,0.6473098857484343,-0.03738438183058972,-0.111353085558508,-0.028963840642177267,-0.047609224738646636,-0.039906746730119756,0.033650834685846176,0.4400735976299197,-0.034661639213752427,-0.05057367098600358,-0.019463644341513427,-0.037356928768049816,0.07178478971498423
"('C4',)",,-0.39989250328129516,0.2550891602094489,-0.14123344239219057,0.8855183518355878,0.3299444128833147,0.08169437188060986,-0.3795992554275891,0.33567150027120957,-0.13828143464610196,0.9733714514757021,0.4436112276968667,-0.09082483811461296,0.11472418072682396,-0.3227686462010235,0.38466017950676745,-0.12873810825119206,1.0,0.4510321463777527,-0.0805683465770341,0.13971906476558008,-0.2579715741499144,0.40569165242093325,-0.11566262656312294,0.9815966403017127,0.41198934603381704,-0.06931038035924791,0.15539858623187117,-0.33158671871026224,0.1421469748150073,0.8251742896484018,0.2966831478791887,-0.2583938722420957,0.2719658257317655,-0.10853227793356547,0.9306644317249552,0.42453872021422845,-0.06931038035924793,0.12094430183456305,-0.16173819963814984,0.2987118845082835,-0.0765583768117067,0.820660417153639,0.3218305744945709,-0.0460895453950045,0.1308169118734874,-0.08545573098243664,0.2954705696424387,-0.05438734104628614,0.7141794837848038,0.12174088777957305,-0.035862698680211864,0.12583996373778789,-0.28270378344825053,0.056539504289976644,-0.11851488694194506,0.7458912261461839,0.23728475979949054,-0.1829245440901966,0.1880765405041618,-0.08521639808801795,0.7826636424061975,0.34358406765498944,-0.051830481220119594,0.1003846457656365,-0.13624745743351066,0.2038875078294837,-0.06180404566029534,0.680958429003805,0.2651590754126297,-0.03847257101981713,0.0987159625976637,-0.06436077336609755,0.20657328509637352,-0.041622327298654636,0.5806393273460663,0.060938093467346736,-0.030473143140478977,0.09163725472308283,0.024666239062780693
"('C5',)",,-0.18515373991394565,0.22592257068215277,-0.3970102766442559,0.2561385897803566,0.6616068920921875,0.3620624337311031,-0.031069481348630128,0.3718942430837659,-0.3766764729026234,0.36839571131541893,0.9366586523546797,-0.16065968953632317,0.4422671485336572,0.12378430628264847,0.4755296087357519,-0.33948999119608153,0.4510321463777527,1.0,-0.12599430460836872,0.4958742421247878,0.23739874230787608,0.5331476755155644,-0.2948193716275039,0.49981392134587416,0.9682054418097795,-0.09171086268837371,0.5226605033249663,-0.21130306336902713,0.22544450633851648,0.17920164039192224,0.6288992265639206,0.08847459385235444,0.46974909761869826,-0.3097302085367773,0.37435150990062244,0.9482478875297069,-0.09171086268837371,0.49975708056681684,0.25463167115403107,0.5104556412372342,-0.19499334421795156,0.41091978487341657,0.8365896490756517,-0.029287614726256773,0.4861936943999731,0.23976365975439257,0.4902126646189618,-0.12595053005596468,0.3958267059388313,0.50488086110806,-0.008682748069155144,0.4448560282404297,-0.20229712201177555,0.20303352155089124,-0.38019971935249075,0.14211544266143383,0.5767033722551023,0.1170892987836858,0.438661832851276,-0.23786229902493558,0.3289020209619489,0.83651289432636,-0.043406524256008605,0.453565203406896,0.21612004947612565,0.4360247719963898,-0.15408565930207493,0.325500175248268,0.7409351269095458,-0.013170443452916859,0.4165706971839904,0.1974811504316944,0.40590956120115307,-0.09462195378536195,0.3019604229776495,0.37593756362031905,-0.0016556278234550854,0.369275858990988,0.4204627360444267
"('C6',)",,-0.18869835402272078,-0.20631330518431085,-0.08422065692594169,-0.09835683198280958,-0.2560248731387025,-0.08264429268838354,-0.1891909988608572,-0.19872516421070913,-0.081883629075662,-0.09165336447567705,-0.19741303993669976,0.9678739430563159,-0.08045299158527656,-0.16961213610830048,-0.1784611718442365,-0.07538218836840119,-0.0805683465770341,-0.12599430460836872,1.0,-0.07487173776568154,-0.14155764558621797,-0.15507540586267127,-0.06645443268265647,-0.06858874810702391,-0.07255046525347585,0.9745813506315447,-0.06775031488120394,-0.1317901382680629,-0.1399575072182972,-0.09512108700501051,-0.214434966627233,-0.1127926335452,-0.11452705571229228,-0.062228728917720556,-0.07545860759784269,-0.13299798144991432,0.9745813506315447,-0.05646537368629182,-0.07361652466315045,-0.08204217586606287,-0.03926584659272995,-0.05254617048874261,-0.06609282428930283,0.7768892550835423,-0.04116907770868236,-0.03626550764244384,-0.06408392113796751,-0.024036590302039643,-0.04002358124801807,-0.024502005427522636,0.6136770038195225,-0.03226755263276218,-0.10268623154452643,-0.10451107250650844,-0.06737029150219936,-0.08313013863183646,-0.1629824143706431,-0.0720387169022877,-0.0714054046200919,-0.044464711260531684,-0.054326249005743406,-0.09105465342163616,0.8459628024155154,-0.03739816481766417,-0.05432183503201788,-0.05489105464372994,-0.02830793504141208,-0.04080787721474939,-0.06132241904051676,0.6599545825275196,-0.028653297535253877,-0.02401761200690219,-0.04302699163823604,-0.01623043594695512,-0.031482950714088465,-0.024716850293551335,0.5137004410799734,-0.022483020903412067,0.08444095905268159
"('C7',)",,-0.15770858544848743,-0.2720440075677812,-0.13899023743739283,0.0849796921601473,0.48744546503477787,0.9071643463372042,-0.14798353789140292,-0.2540559712667338,-0.13513341575415846,0.11706365550168607,0.5409792144890648,-0.08284705745084989,0.9781045646572734,-0.1256190913226479,-0.2210473361289683,-0.12440401965859231,0.13971906476558008,0.4958742421247878,-0.07487173776568154,1.0,-0.10204004310481272,-0.1862151001391789,-0.10967045039142508,0.15231685789134033,0.42646563684808314,-0.06439625471582097,0.9839741827739761,-0.09101009164410666,-0.17966619107288537,0.0028003634188150882,0.5966015602894855,-0.05953659804648324,-0.13139022371127268,-0.10269672694795885,0.05412155909585491,0.6238483009383233,-0.064396254715821,0.9345606861998035,-0.04522344972680222,-0.08492790048096296,-0.06480084032000441,0.07124157355625346,0.43710836575584844,-0.03840052502094573,0.8193527433749102,-0.03524711102010112,-0.06161132823011322,-0.03966783821460359,0.07324915534991788,0.17767909599809498,-0.0255109940060034,0.714384490667588,-0.05237878977781898,-0.13695091711461957,-0.11118190185040867,-0.03264617289592998,0.6506304582548911,-0.014221545882491755,-0.07823641358861742,-0.07338058145427336,0.01993659010714046,0.6382290898870214,-0.045384179156669355,0.7877354801521108,-0.022518569580596653,-0.05503213715329965,-0.04671688343903423,0.028833863738304204,0.4778703758001006,-0.028767711951395564,0.68510495751015,-0.025669835355928386,-0.039759618989359244,-0.02678525944013223,0.03165958181901063,0.13881500993862858,-0.019331846244372803,0.5875047716777984,0.07644776114703854
"('D1',)",,0.6134772326813812,-0.22494258187370758,-0.26278448127760096,-0.32620044697370804,-0.10995080486042746,-0.12951110269043165,0.8301152891559652,-0.16909870691245965,-0.25549250952407593,-0.2993829478437743,0.08576291860299781,-0.15663633229925988,-0.11795667127502824,0.9613352920752503,-0.10605846031272534,-0.2352067769476066,-0.2579715741499144,0.23739874230787608,-0.14155764558621797,-0.10204004310481272,1.0,-0.05195386575444733,-0.20735047978152296,-0.21427631357670984,0.3384565475061924,-0.12175197843905398,-0.0858398642549015,0.5098068054560425,-0.21487682145817982,-0.2841541464873141,-0.1965391709443893,0.8929424456525801,-0.1025120157533196,-0.19416547965883496,-0.21392319384445166,0.08757367893280674,-0.12175197843905394,-0.10018309007816106,0.8990447069991057,-0.02216699744960823,-0.12251691574752117,-0.14010123446806136,0.29782909517367945,-0.0726026678885407,-0.06760867926261074,0.6155421448351402,0.012598130679807962,-0.07499873718342055,-0.10107547424975029,0.3878356970237397,-0.04823283599154387,-0.05242543002724975,0.43680278171609355,-0.18729572499408725,-0.21020813363512206,-0.24561934187524406,-0.21608357904539863,0.8118441602953317,-0.05647127829872292,-0.13873836313141044,-0.15114719229813497,0.053333350480235305,-0.08580644365952143,-0.08173449654923425,0.8138446717316417,-0.013631567658129388,-0.08832614583425445,-0.10985541375878646,0.21227558788908962,-0.05439021043543412,-0.06175654938331157,0.49671689328629925,0.012441783853347915,-0.05064204966936279,-0.08212514388582383,0.33449247599191556,-0.03655011518167966,-0.04926375476756298,0.730194660473374
"('D2',)",,-0.24253020361580258,0.7334059478465942,0.01723832333789425,0.2500602013315576,0.31126639742834633,-0.22261943659407543,-0.17920029123823797,0.895345583941988,0.04431692108338945,0.3400482070266375,0.4879220532075531,-0.17159400118274293,-0.2084430217100476,-0.10626928801991616,0.9789881381393702,0.06434076108803441,0.40569165242093325,0.5331476755155644,-0.15507540586267127,-0.1862151001391789,-0.05195386575444733,1.0,0.07386858855122452,0.44391476266686203,0.5080086933196599,-0.13337843669856886,-0.16172317432374125,-0.22424887854999004,0.6665788218597897,0.23147328166457076,0.24927129814716303,-0.0948196107621577,0.9281045288279436,0.010329927380048733,0.3962581817731433,0.4723344736294768,-0.1333784366985689,-0.15072129089236494,-0.03976371835065485,0.8980734495971895,0.018014343457426783,0.41854016227968965,0.38211797792147073,-0.07953571241527262,-0.10262455745389883,-0.04377613635495561,0.8214588521222193,0.0020144520922156036,0.3981603133301116,0.1472427720148926,-0.052838732844992874,-0.07705546357047138,-0.19615155727734113,0.594290218895176,-0.08625134190059028,0.21458444040170857,0.1728746680295844,-0.05297045745239695,0.8327710992674997,-0.014637871595279139,0.3752361398436041,0.37235611606695457,-0.09400035597531964,-0.10672042147991755,-0.04208894277326853,0.7766772397051797,-0.009847603770618718,0.3635089241742712,0.2958082680845149,-0.059584093273816585,-0.07946005461936148,-0.046232499088625416,0.6921353651544722,-0.01670733802642673,0.33346651149146056,0.06621634904599805,-0.04004039430476568,-0.061255223748497775,0.2418708944315848
"('D3',)",,-0.2764011373498308,-0.006718093197647032,0.7895105014503545,-0.1360986872450755,-0.4788139925836801,-0.12105551536390619,-0.2771227525132253,0.027712771105073173,0.9062335791742118,-0.1287889665609674,-0.40143464321170536,-0.0735331430339408,-0.11784574641646685,-0.24844407134056795,0.05561867228240473,0.9778773188099276,-0.11566262656312294,-0.2948193716275039,-0.06645443268265647,-0.10967045039142508,-0.20735047978152296,0.07386858855122452,1.0,-0.10134411666581027,-0.21513879012641787,-0.05715663482288313,-0.0992391490956988,-0.19304325306620584,0.018290396798186413,-0.08417343800770351,-0.31951979717147716,-0.16521613215991504,0.07073249503637678,0.9799024146042414,-0.06273910408591896,-0.2107014551488777,-0.05715663482288313,-0.08270921910582678,-0.10783184225436604,0.0769006563281071,0.8828510556518885,-0.0454139266030609,-0.12612314188654233,-0.03408342294617881,-0.0603035461610505,-0.053120906172468486,0.06943470213129367,0.6996234711675369,-0.039194365256297874,-0.06434568101786305,-0.022642971626293713,-0.047264790906004044,-0.1504125000775445,0.033047613386374665,0.7016524035097716,-0.06277171749288493,-0.23082119777539795,-0.10552070466188074,0.0731478106035879,0.9159175319354069,-0.03605920372136474,-0.1333839392461518,-0.04028195376022113,-0.05477999712257272,-0.07956941152741494,0.06219922481291175,0.769213605606773,-0.02967117810895633,-0.09663516606103824,-0.025533559582804097,-0.04197071070696224,-0.035180462010469093,0.04580565236159473,0.5673015913420043,-0.02784124166598586,-0.04404883821624706,-0.017158502169385963,-0.03293262721313907,0.10439465869906392
"('D4',)",,-0.3585589731220896,0.22357481052739644,-0.1341712553671616,0.7848901175688773,0.29853840609162235,0.0768711007853659,-0.33335011028230926,0.32886778362344965,-0.12748215105090904,0.912620606774569,0.4585252930034986,-0.07947916554995173,0.1184410120387977,-0.2760592502796388,0.4027131454516535,-0.1154603835982905,0.9815966403017127,0.49981392134587416,-0.06858874810702391,0.15231685789134033,-0.21427631357670984,0.44391476266686203,-0.10134411666581027,1.0,0.4787244403131107,-0.05759638316913169,0.1757746513598044,-0.29629300037348544,0.12341584192138852,0.7282793418869287,0.2671621572534629,-0.22276675931017131,0.300664232259193,-0.09510388327810254,0.9387661874472603,0.4751196992952773,-0.05759638316913173,0.13757307171021843,-0.13462426127420943,0.3535089471492374,-0.06485669858265175,0.8904618660075987,0.39389432721277273,-0.037477241709738984,0.15872714394933257,-0.07152212999829091,0.36050113990859084,-0.046396470082254636,0.8071154540433318,0.16589384278368172,-0.029978480888973667,0.15757240218383953,-0.25210115194332333,0.04746177487269321,-0.11182727892946791,0.6563017854972013,0.21273966793169452,-0.1582654587834882,0.22480873435367335,-0.07280824261224307,0.8280581592984975,0.4020967525007391,-0.04208141650199832,0.12073232849347282,-0.11639162462551536,0.2510717896449558,-0.052598254168851555,0.7561227287594576,0.33027314419956055,-0.031819550531780844,0.12350448933834225,-0.05566938777698843,0.25883218729022406,-0.03611511167817011,0.6679457652319535,0.0902774311968557,-0.026177953359231596,0.11773718038753696,0.08310883097527094
"('D5',)",,-0.16186287518651232,0.1386101365856635,-0.3068271478247157,0.185463094150993,0.4804819028910604,0.2683426506328887,0.013824752135424303,0.30160368551752836,-0.2859839223897555,0.31135817145278233,0.8253038422401752,-0.10786420911522135,0.35807794317471936,0.1962153672971336,0.4282201562721696,-0.25274416131437283,0.41198934603381704,0.9682054418097795,-0.07255046525347585,0.42646563684808314,0.3384565475061924,0.5080086933196599,-0.21513879012641787,0.4787244403131107,1.0,-0.0397442493115378,0.46948219965266463,-0.19089246635564178,0.14355041066870416,0.12832092937338327,0.45567450738855353,0.14817703138206015,0.4332595540106438,-0.22778454400964193,0.35791588504472166,0.9119525799532516,-0.0397442493115378,0.444811682264605,0.3789482470927378,0.5126362801578489,-0.13858680787908564,0.42284479340807846,0.9204414690443252,0.014376985461044194,0.4672863982889053,0.38657311218139156,0.511813732925019,-0.08886839896117399,0.4216640859294927,0.6464486872218768,0.02812500768731897,0.4443271042144376,-0.1860086477685741,0.12944648070828366,-0.2901977492163764,0.10016350192966147,0.4186972867346577,0.17258446983815565,0.4234993472816349,-0.1726118271312775,0.330656746233814,0.8347651213087328,0.0030794551609176495,0.4245881721763633,0.32866357200906826,0.4424668350850149,-0.11012777524100179,0.3416886283783327,0.8211397093296524,0.025631759293924024,0.4090255512932034,0.3319100843157907,0.4258600753327236,-0.06809090897048761,0.3264565805300179,0.5093253899199846,0.03061504824167598,0.37458486550144476,0.5170133694583956
"('D6',)",,-0.16229711814800404,-0.1774475195632674,-0.0724371443429031,-0.08805051543119548,-0.2234775453525821,-0.07108133297808034,-0.16272083587418046,-0.17092105345552647,-0.070427095622041,-0.08056113928814068,-0.1619512579481752,0.8890256521235099,-0.06919662202831772,-0.1458812984133922,-0.1534922444959331,-0.0648352869596759,-0.06931038035924791,-0.09171086268837371,0.9745813506315447,-0.06439625471582097,-0.12175197843905398,-0.13337843669856886,-0.05715663482288313,-0.05759638316913169,-0.0397442493115378,1.0,-0.05827120705841063,-0.11335106631962623,-0.12037571923904326,-0.08287125354930784,-0.18605188331554573,-0.09701154770277362,-0.09850330273597846,-0.053522159330247294,-0.06445235563670257,-0.10892987963881806,1.0,-0.04856516884790573,-0.06331666146627993,-0.07056345975360541,-0.033772068530467284,-0.0439977397998084,-0.046864050139026045,0.890568726972179,-0.03540901405067821,-0.031191514144495745,-0.05511778719099922,-0.02067357373798638,-0.033020344637456414,-0.01200223762039115,0.7497662681652882,-0.02775292253665331,-0.0883191564625351,-0.08988867958181145,-0.05794435365494151,-0.07179204348281695,-0.14083815667926683,-0.0619596085449342,-0.061414904491629944,-0.0382435476676098,-0.04643172932057034,-0.07612840944644539,0.9406463502135263,-0.032165698558240086,-0.046721537789069366,-0.047211116529979356,-0.02434730446768432,-0.034705985295737755,-0.04932095829362742,0.7923635577778869,-0.024644346472938453,-0.020657250741294122,-0.037006982819909356,-0.013959597019905174,-0.026668104297672333,-0.01856756391939521,0.6511289249789998,-0.01933736793192062,0.1208875922050463
